SYS.STBR-NAME,PART#,RICHARD ROBINSON,DESC,Best Parts Inc,ROBERT THOMAS,QOH,STAT,MARK GREEN,LAST-RECV-DATE,SRC,BIN1,BIN2,Central Supply,LIST,SARAH BROWN,Great Supply Inc,GRP,ASSORTMENT-CLASS,STAT,Central Supply,THOMAS LEE,MIKE JOHNSON,NANCY ALLEN
Delta Dealer,HP71240-T20-A01,City Cars,"BEAM, R. FR. (UPPER)",62.85,0.00,1,,06/11/25,06/12/25,4,542,,62.85,104.75,HP71240-T20-A00,,71130,,,0,1,0.00,542
Delta Dealer,HP71251-T20-A00,City Cars,"BEAM, FR. (UPPER)",25.05,0.00,1,,05/19/25,05/20/25,5,544,,25.05,41.75,,,71130,,,0,1,0.00,544
Delta Dealer,HP71280-30A-A01,City Cars,"SPACER, L. FR.",3.63,0.00,1,,06/12/25,06/13/25,4,151,,3.63,6.05,,,90550,,,0,1,0.00,151
Delta Dealer,HP71280-3W0-A01,City Cars,"SPACER, L. FR.",3.00,0.00,1,,05/22/25,05/22/25,5,151,,3.00,5.00,,,90550,,,0,1,0.00,151
Delta Dealer,HP71280-T20-A01,City Cars,"SPACER, L. FR.",30.49,0.00,1,,06/12/25,06/13/25,4,198F,,30.49,50.82,,,90550,,,0,1,0.00,198F
Delta Dealer,HP71300-TLA-A01,City Cars,"GRILLE, AIR SHUTTER",648.13,0.00,1,,05/01/25,05/02/25,8,554D,,648.13,"1,080.22",,,75100,,,0,1,0.00,554D
Delta Dealer,HP71300-TLA-A51,City Cars,"GRILLE, AIR SHUTTER",648.13,0.00,1,,04/08/25,04/09/25,8,555B,,648.13,"1,080.22",,,75100,,,0,1,0.00,555B
Delta Dealer,HP71300-TVA-A01,City Cars,"GRILLE, AIR SHUTTER",163.49,0.00,1,,01/22/25,01/22/25,8,555B,,163.49,272.48,,,75100,,,0,1,0.00,555B
Delta Dealer,HP71303-TVA-A00,City Cars,"DUCT, AIR SHUTTER",27.09,0.00,1,,06/12/25,06/12/25,5,154,,27.09,45.15,,,39255,,,0,1,0.00,154
Delta Dealer,HP71305-TVA-A00,City Cars,"DUCT, AIR SHUTTER",24.80,0.00,1,,12/18/24,12/18/24,5,175,,24.80,41.33,,,39255,,,0,1,0.00,175
Delta Dealer,HP71310-TVA-A50,City Cars,Ocean Supply Inc,26.82,0.00,2,,06/13/25,06/12/25,4,554E,,26.82,44.70,,,71110,,,0,1,0.00,554E
Delta Dealer,HP71310-TVA-F00,City Cars,"CVR, FR. BUMPER",54.94,0.00,1,,04/03/25,03/13/25,5,505A,,54.94,91.57,,,71110,,,0,1,0.00,505A
Delta Dealer,HP71311-TVA-A00,City Cars,"CVR, FR. BUMPER BEAM",20.24,0.00,1,,05/29/25,05/29/25,5,553A,,20.24,33.73,,,91710,,,0,1,0.00,553A
Delta Dealer,HP71311-TVA-F00,City Cars,"CVR, FR. BUMPER BEAM",12.35,0.00,1,,06/12/25,06/12/25,5,508F,,12.35,20.58,,,91710,,,0,1,0.00,508F
Delta Dealer,HP71312-TVA-A00,City Cars,"DUCT, R. FR.",10.58,0.00,1,,05/09/25,05/10/25,5,507C,,10.58,17.63,,,71999,,,0,1,0.00,507C
Delta Dealer,HP71317-TVA-A00,City Cars,"DUCT, L. FR.",10.50,0.00,1,,05/22/25,05/23/25,5,172,,10.50,17.50,,,71999,,,0,1,0.00,172
Delta Dealer,HP71317-TVA-F00,City Cars,"DUCT, L. FR.",7.29,0.00,1,,06/04/25,06/04/25,5,173,,7.29,12.15,,,39255,,,0,1,0.00,173
Delta Dealer,HP71320-T21-A00,City Cars,"PLATE ASSY., FR.",26.12,0.00,1,,03/05/25,03/05/25,5,560B,,26.12,43.53,,,71999,,,0,1,0.00,560B
Delta Dealer,HP71325-T21-A00,City Cars,"PLATE, R. FR.",4.10,0.00,1,,06/13/25,06/13/25,8,155,,4.10,6.83,,,71999,,,0,1,0.00,155
Delta Dealer,HP71350-THR-A01,City Cars,"GRILLE, AIR SHUTTER",104.84,0.00,1,,01/23/25,01/24/25,5,554D,,104.84,174.73,,,75100,,,0,1,0.00,554D
Delta Dealer,HP71350-TLA-A01,City Cars,"GRILLE, AIR SHUTTER",668.08,0.00,2,,12/11/24,12/12/24,5,554D,,668.08,"1,113.47",,,75100,,,0,1,0.00,554D
Delta Dealer,HP71350-TLA-A51,City Cars,"GRILLE, AIR SHUTTER",639.37,0.00,1,,02/24/25,02/25/25,5,554D,,639.37,"1,065.62",,,75100,,,0,1,0.00,554D
Delta Dealer,HP71375-T21-A00,City Cars,"PLATE, L. FR.",4.10,0.00,1,,10/30/24,01/09/25,8,117,,4.10,6.83,,,71999,,,0,1,0.00,117
Delta Dealer,HP71410-TBC-A51,City Cars,"BULKHEAD ASSY, FR",567.67,0.00,1,NS,12/23/24,12/18/24,6,565RT,,567.67,946.12,HP71410-TBC-A21,,60400,,NS,0,1,0.00,565RT
Delta Dealer,HP71411-T22-A01,City Cars,"BULKHEAD, FR.",138.55,0.00,1,,06/13/25,06/13/25,5,554E,,138.55,230.92,HP71411-T20-A01,,60400,,,0,1,0.00,554E
Delta Dealer,HP71411-TLA-A81,City Cars,"BULKHEAD ASSY, FR",654.68,0.00,1,,02/27/25,06/14/25,6,SPORD,,654.68,"1,091.13","HP71411-TPG-A01
HP71411-TLA-A61",,60400,,,0,1,0.00,SPORD
Delta Dealer,HP71413-T20-A00,City Cars,"STAY, FR. BHD CTR",25.65,0.00,1,,05/19/25,05/20/25,5,153,,25.65,42.75,,,71150,,,0,1,0.00,153
Delta Dealer,HP71415-T20-A00,City Cars,"FRAME, R. FR.",11.11,0.00,1,,06/13/25,06/13/25,5,153,,11.11,18.52,,,60431,,,0,1,0.00,153
Delta Dealer,HP71416-T20-A00,City Cars,"STAY, R. FR. (LOWER)",11.42,0.00,1,,06/13/25,02/22/25,5,152,,11.42,19.03,,,91440,,,0,1,0.00,152
Delta Dealer,HP71430-TBA-A00,City Cars,"BRACE, FR. SUB-FRAME",51.34,0.00,1,,12/23/24,12/30/24,8,501D,,51.34,85.57,,,71999,,,0,1,0.00,501D
Delta Dealer,HP71430-TEA-T00,City Cars,"BRACE, BULKHEAD",14.33,0.00,1,,06/02/25,06/03/25,5,538,,14.33,23.88,,,71999,,,0,1,0.00,538
Delta Dealer,HP71465-T20-A00,City Cars,"FRAME, L. FR.",11.11,0.00,1,,05/27/25,05/24/25,5,153,,11.11,18.52,,,60431,,,0,1,0.00,153
Delta Dealer,HP71466-T20-A00,City Cars,"STAY, L. FR. (LOWER)",11.42,0.00,1,,06/12/25,06/13/25,5,153,,11.42,19.03,,,91440,,,0,1,0.00,153
Delta Dealer,HP71467-T20-A00,City Cars,"STAY, L. FR.",21.11,0.00,1,,12/18/24,12/19/24,8,152,,21.11,35.18,,,91440,,,0,1,0.00,152
Delta Dealer,HP71500-3D4-A20,City Cars,"FACE, RR. BUMPER",90.78,0.00,2,,06/11/25,06/11/25,6,740B,,90.78,151.30,,,71501,,,0,1,0.00,740B
Delta Dealer,HP71501-T6Z-A50,City Cars,"FACE, RR. BUMPER",247.33,0.00,1,,02/06/25,02/06/25,6,740B,,247.33,412.22,,,71501,,,0,1,0.00,740B
Delta Dealer,HP71501-T6Z-A60,City Cars,"FACE, RR. BUMPER",247.33,0.00,1,,02/19/25,01/29/25,6,740B,,247.33,412.22,,,71501,,,0,1,0.00,740B
Delta Dealer,HP71502-T1W-A00,City Cars,"FACE, R. RR. (LOWER)",42.54,0.00,1,,03/25/25,03/25/25,5,553B,,42.54,70.90,,0,71501,,,0,1,0.00,553B
Delta Dealer,HP71502-T2F-A50,City Cars,"GARNISH, RR. BUMPER",12.54,0.00,1,,05/06/25,05/06/25,5,553B,,12.54,20.90,,,76220,,,0,1,0.00,553B
Delta Dealer,HP71502-TBA-A00,City Cars,"GARNISH, RR. BUMPER",168.02,0.00,1,,05/07/25,02/06/25,5,553B,,168.02,280.03,,,76220,,,0,1,0.00,553B
Delta Dealer,HP71502-TBA-A60,City Cars,"GARNISH, RR. BUMPER",49.00,0.00,1,,04/11/25,04/12/25,5,504A,,49.00,81.67,,,76220,,,0,1,0.00,504A
Delta Dealer,HP71502-TGG-A00,City Cars,"GARNISH, RR. BUMPER",188.34,0.00,1,NS,06/04/25,05/22/25,6,736B,,188.34,313.90,,,76220,,NS,0,1,0.00,736B
Delta Dealer,HP71503-T2F-A51,City Cars,"MOLDING, RR. BUMPER",142.76,0.00,1,,06/05/25,06/05/25,5,503A,,142.76,237.93,,,73250,,,0,1,0.00,503A
Delta Dealer,HP71503-TBA-A00,City Cars,"GARNISH, R. RR.",7.80,0.00,1,,05/12/25,05/10/25,5,172,,7.80,13.00,,,76220,,,0,1,0.00,172
Delta Dealer,HP71505-S5A-000,City Cars,"BRACKET, R. RR.",9.28,0.00,1,,04/11/25,04/12/25,5,198F,,9.28,15.47,,,71150,,,0,1,0.00,198F
Delta Dealer,HP71505-TBA-A00,City Cars,"BRACKET, R. RR.",4.93,0.00,1,,05/27/25,05/28/25,5,198G,,4.93,8.22,,,71550,,,0,1,0.00,198G
Delta Dealer,HP71507-T1W-A00,City Cars,"FACE, L. RR. (LOWER)",39.97,0.00,1,,04/17/25,04/18/25,5,553D,,39.97,66.62,,0,71501,,,0,1,0.00,553D
Delta Dealer,HP71507-TGG-A00,City Cars,"GARNISH, RR.",100.26,0.00,1,AP,06/04/25,05/09/24,8,553E,,100.26,167.10,,,76220,,AP,0,1,0.00,553E
Delta Dealer,HP71508-T2A-A00,City Cars,"PROTECTOR, RR.",9.51,0.00,1,,06/06/25,06/07/25,4,172,,9.51,15.85,,,91720,,,0,1,0.00,172
Delta Dealer,HP71508-TBA-A00,City Cars,"GARNISH, L. RR.",7.80,0.00,1,,04/04/25,04/05/25,4,172,,7.80,13.00,,,76220,,,0,1,0.00,172
Delta Dealer,HP71508-TG7-A00,City Cars,"GARNISH, RR. HITCH",33.60,0.00,1,,06/06/25,06/07/25,5,553C,,33.60,56.00,,,76220,,,0,1,0.00,553C
Delta Dealer,HP71508-TG7-A60,City Cars,"GARNISH, RR. HITCH",333.76,0.00,1,,06/02/25,06/03/25,5,552A,,333.76,556.27,,,76220,,,0,1,0.00,552A
Delta Dealer,HP71509-TG7-A60,City Cars,"GARNISH, RR. BUMPER",114.68,0.00,1,,06/02/25,06/03/25,5,556A,,114.68,191.13,,,76220,,,0,1,0.00,556A
Delta Dealer,HP71509-TG7-A70,City Cars,"GARNISH, RR. BUMPER",114.68,0.00,1,,04/23/25,04/23/25,5,504A,,114.68,191.13,,,76220,,,0,1,0.00,504A
Delta Dealer,HP71510-SZA-A00ZA,City Cars,"STEP, RR. *NH533*",37.72,0.00,1,,05/05/25,05/03/25,8,509B,,37.72,62.87,,,71999,,,0,1,0.00,509B
Delta Dealer,HP71510-T1W-A01,City Cars,"GARNISH, RR. BUMPER",162.51,0.00,1,,12/12/24,12/13/24,5,554B,,162.51,270.85,,,76220,,,0,1,0.00,554B
Delta Dealer,HP71510-T2F-A00,City Cars,"GARNISH, RR. BUMPER",406.05,0.00,1,,11/01/24,06/18/24,8,554A,,406.05,676.75,,,76220,,,0,1,0.00,554A
Delta Dealer,HP71510-T2G-A00,City Cars,"GARNISH, RR. BUMPER",379.59,0.00,1,,03/19/25,03/19/25,8,554A,,379.59,632.65,,,76220,,,0,1,0.00,554A
Delta Dealer,HP71510-TBA-A50,City Cars,"GARNISH, RR. BUMPER",74.82,0.00,1,,05/12/25,05/10/25,5,553E,,74.82,124.70,,,76220,,,0,1,0.00,553E
Delta Dealer,HP71510-TG7-B00,City Cars,"GARNISH, RR.",268.80,0.00,1,,06/06/25,05/30/25,6,740B,,268.80,447.99,,,76220,,,0,1,0.00,740B
Delta Dealer,HP71510-TK8-A00,City Cars,"STEP, RR. BUMPER",19.02,0.00,1,,04/22/25,04/22/25,5,509B,,19.02,31.70,,,71999,,,0,1,0.00,509B
Delta Dealer,HP71510-TLA-A10,City Cars,"GARNISH, RR.",82.35,0.00,1,,06/02/25,05/31/25,4,554A,,82.35,137.25,,,76220,,,0,1,0.00,554A
Delta Dealer,HP71511-T6Z-A00,City Cars,"STEP, R. RR. BUMPER",27.91,0.00,1,,04/02/25,04/02/25,5,505D,,27.91,46.52,,,71999,,,0,1,0.00,505D
Delta Dealer,HP71511-TLA-A50,City Cars,"MOLDING, RR. (LOWER)",18.82,0.00,1,,04/02/25,04/03/25,5,509C,,18.82,31.37,,,73250,,,0,1,0.00,509C
Delta Dealer,HP71512-TG7-A10,City Cars,"TRIM, RR.",128.60,0.00,1,,06/06/25,06/07/25,8,509A,,128.60,214.33,,,71999,,,0,1,0.00,509A
Delta Dealer,HP71512-TG7-A50,City Cars,"GARNISH, R. RR. BMPR",99.76,0.00,1,,03/28/25,03/29/25,5,509A,,99.76,166.27,,,76220,,,0,1,0.00,509A
Delta Dealer,HP71512-TLA-A50,City Cars,"MOLDING, R. RR. BMPR",16.14,0.00,1,,05/14/25,05/15/25,5,509B,,16.14,26.90,,,73250,,,0,1,0.00,509B
Delta Dealer,HP71512-TVA-A00,City Cars,"GARNISH, RR. BUMPER",7.95,0.00,1,,06/09/25,06/10/25,4,509B,,7.95,13.25,,,76220,,,0,1,0.00,509B
Delta Dealer,HP71514-TLA-A11,City Cars,"MOLDING, R. RR.",18.21,0.00,1,,06/04/25,06/04/25,5,172,,18.21,30.35,,,73250,,,0,1,0.00,172
Delta Dealer,HP71514-TVA-A10,City Cars,"GARNISH, R. RR.",6.31,0.00,1,,05/10/25,05/13/25,5,172,,6.31,10.52,,,76220,,,0,1,0.00,172
Delta Dealer,HP71515-T90-A20,City Cars,"GARNISH, RR. HITCH",63.86,0.00,1,AP,12/08/23,12/08/23,6,505D,,63.86,106.43,,,76220,,AP,0,1,0.00,505D
Delta Dealer,HP71515-TVA-A00,City Cars,"GARNISH, L. RR. BMPR",29.88,0.00,2,,06/04/25,05/10/25,8,505D,,29.88,49.80,,,76220,,,0,1,0.00,505D
Delta Dealer,HP71515-TWA-A00ZD,City Cars,"GARNISH, L. *NH830M*",126.75,0.00,1,AP,02/25/25,01/23/25,6,505C,,126.75,211.25,,,76220,,AP,0,1,0.00,505C
Delta Dealer,HP71517-TG7-A50,City Cars,"GARNISH, L. RR. BMPR",99.76,0.00,1,,11/21/24,11/21/24,8,509A,,99.76,166.27,,,76220,,,0,1,0.00,509A
Delta Dealer,HP71517-TG7-A60,City Cars,"GARNISH, L. RR. BMPR",111.99,0.00,1,,06/03/25,06/05/25,8,501C,,111.99,186.65,,,76220,,,0,1,0.00,501C
Delta Dealer,HP71517-TLA-A50,City Cars,"MOLDING, L. RR. BMPR",16.14,0.00,1,,06/06/25,06/06/25,5,509C,,16.14,26.90,,,73250,,,0,1,0.00,509C
Delta Dealer,HP71519-TVA-A10,City Cars,"GARNISH, L. RR.",6.89,0.00,1,,05/22/25,05/23/25,4,507C,,6.89,11.48,,,76220,,,0,1,0.00,507C
Delta Dealer,HP71520-THR-A01,City Cars,"GARNISH, RR.",15.56,0.00,1,,06/04/25,06/05/25,4,509B,,15.56,25.93,,,76220,,,0,1,0.00,509B
Delta Dealer,HP71530-T2A-A00ZZ,City Cars,"BEAM, RR. BUMPER",168.83,0.00,1,,05/06/25,05/06/25,5,555E,,168.83,281.38,,0,71530,,,0,1,0.00,555E
Delta Dealer,HP71530-TBA-A11,City Cars,"BEAM, RR. BUMPER",171.94,0.00,2,,06/12/25,06/13/25,4,555D,,171.94,286.57,HP71530-TBA-A10,,71530,,,0,1,0.00,555D
Delta Dealer,HP71530-TG7-A00,City Cars,"BEAM, RR. BUMPER",236.42,0.00,1,,04/22/25,04/23/25,5,555D,,236.42,394.03,,,71530,,,0,1,0.00,555D
Delta Dealer,HP71530-TG7-A50,City Cars,"BEAM, RR. BUMPER",236.42,0.00,1,,06/03/25,06/05/25,5,555E,,236.42,394.03,,,71530,,,0,1,0.00,555E
Delta Dealer,HP71530-TK8-A10ZZ,City Cars,"BEAM, RR. BUMPER",212.18,0.00,1,,01/20/25,01/21/25,8,556B,,212.18,353.63,HP71530-TK8-A00ZZ,,71530,,,0,1,0.00,556B
Delta Dealer,HP71530-TLA-A00,City Cars,"BEAM, RR. BUMPER",177.92,0.00,2,,06/06/25,06/07/25,4,556B,,177.92,296.53,,,71530,,,0,1,0.00,556B
Delta Dealer,HP71530-TVA-A00,City Cars,"BEAM, RR. BUMPER",168.98,0.00,1,,06/03/25,06/04/25,4,555D,,168.98,281.63,,,71530,,,0,1,0.00,555D
Delta Dealer,HP71531-THR-A00,City Cars,"BEAM, RR. BUMPER",216.34,0.00,1,,06/04/25,06/05/25,5,511B,,216.34,360.57,,,71530,,,0,1,0.00,511B
Delta Dealer,HP71551-30A-A10,City Cars,"GARNISH, RR. BUMPER",260.34,0.00,1,AP,02/11/25,02/13/25,6,561A,,260.34,433.90,,,76220,,AP,0,1,0.00,561A
Delta Dealer,HP71555-S5A-000,City Cars,"BRACKET, L. RR.",9.42,0.00,1,,06/06/25,06/07/25,5,198G,,9.42,15.70,,,71550,,,0,1,0.00,198G
Delta Dealer,HP71555-SZA-A00,City Cars,"BRACKET, L. RR.",15.97,0.00,1,AP,08/28/24,08/28/24,6,198G,,15.97,26.62,,,71550,,AP,0,1,0.00,198G
Delta Dealer,HP71555-TBA-A00,City Cars,"BRACKET, L. RR.",4.93,0.00,1,,05/27/25,04/02/25,5,198G,,4.93,8.22,,,71550,,,0,1,0.00,198G
Delta Dealer,HP71555-TG7-A00,City Cars,"BRACKET, L. RR.",5.30,0.00,2,,01/07/25,01/08/25,8,153,,5.30,8.83,,,71550,,,0,1,0.00,153
Delta Dealer,HP71560-3D4-A01,City Cars,"GARNISH, RR. BUMPER",40.38,0.00,2,,06/06/25,06/07/25,4,502A,,40.38,67.30,,,76220,,,0,1,0.00,502A
Delta Dealer,HP71560-TVA-A50,City Cars,"MOLDING, R. RR.",90.18,0.00,1,,03/19/25,03/20/25,5,172,,90.18,150.30,,,73250,,,0,1,0.00,172
Delta Dealer,HP71565-TVA-A50,City Cars,"MOLDING, L. RR.",43.18,0.00,1,,05/27/25,05/28/25,5,172,,43.18,71.97,,,73250,,,0,1,0.00,172
Delta Dealer,HP71570-SJC-A10,City Cars,"SUPPORT, R. RR. STEP",52.00,0.00,1,NS,02/21/25,02/12/25,6,504A,,52.00,86.67,,,91750,,NS,0,1,0.00,504A
Delta Dealer,HP71570-T1W-A00,City Cars,"ABSORBER, RR. BUMPER",25.80,0.00,1,,11/21/24,11/22/24,5,555A,,25.80,43.00,,0,71570,,,0,1,0.00,555A
Delta Dealer,HP71570-THR-A00,City Cars,"ABSORBER, RR. BUMPER",34.16,0.00,1,,05/08/25,05/09/25,5,503A,,34.16,56.93,,,71570,,,0,1,0.00,503A
Delta Dealer,HP71570-TK8-A00,City Cars,"ABSORBER, RR. BUMPER",32.19,0.00,2,,04/08/25,04/09/25,8,555B,,32.19,53.65,,,71570,,,0,1,0.00,555B
Delta Dealer,HP71576-TVA-A00,City Cars,"BOX, L. RR. BUMPER",7.84,0.00,1,,05/29/25,05/30/25,5,555A,,7.84,13.07,,,71570,,,0,1,0.00,555A
Delta Dealer,HP71591-T20-A00,City Cars,"GARNISH, L. RR.",9.68,0.00,1,,06/16/25,06/14/25,5,151,,9.68,16.13,,,76220,,,0,1,0.00,151
Delta Dealer,HP71591-TVA-A00,City Cars,"BRACKET, L. RR.",1.28,0.00,1,,05/29/25,05/30/25,5,151,,1.28,2.13,,,71550,,,0,1,0.00,151
Delta Dealer,HP71593-SVA-A00,City Cars,"SPACER, R. RR. BMPR",6.32,0.00,1,AP,02/29/24,04/20/24,6,172,,6.32,10.53,,,90550,,AP,0,1,0.00,172
Delta Dealer,HP71593-T1W-A01,City Cars,"SPACER, R. RR.",9.34,0.00,1,,03/26/25,03/27/25,8,172,,9.34,15.57,,,90550,,,0,1,0.00,172
Delta Dealer,HP71593-T2A-A01,City Cars,"SPACER, R. RR.",9.34,0.00,2,,05/28/25,05/29/25,4,172,,9.34,15.57,,,90550,,,0,1,0.00,172
Delta Dealer,HP71593-T5A-000,City Cars,"SPACER, R. RR.",10.88,0.00,1,NS,06/13/25,06/07/25,6,544,,10.88,18.13,,,90550,,NS,0,1,0.00,544
Delta Dealer,HP71593-T6Z-A01,City Cars,"SPACER, R. RR.",14.16,0.00,1,,04/02/25,04/02/25,5,544,,14.16,23.60,HP71593-T6Z-A00,,90550,,,0,1,0.00,544
Delta Dealer,HP71593-T7A-J00,City Cars,"SPACER, R. RR.",4.73,0.00,1,AP,05/07/24,05/25/24,6,544,,4.73,7.88,,,90550,,AP,0,1,0.00,544
Delta Dealer,HP71593-TA0-A00,City Cars,"SPACER, R. RR.",6.62,0.00,1,,06/16/25,06/14/25,5,511B,,6.62,11.03,,,90550,,,0,1,0.00,511B
Delta Dealer,HP71593-TBA-A00,City Cars,"SPACER, R. RR.",15.38,0.00,1,,05/21/25,05/23/25,5,543,,15.38,25.63,,,90550,,,0,1,0.00,543
Delta Dealer,HP71593-TG7-A00,City Cars,"SPACER, R. RR.",7.52,0.00,1,,04/25/25,04/25/25,5,172,,7.52,12.53,,,90550,,,0,1,0.00,172
Delta Dealer,HP71593-TGG-A01,City Cars,"SPACER, R. RR.",6.17,0.00,1,,04/22/25,04/23/25,5,544,,6.17,10.28,,,90550,,,0,1,0.00,544
Delta Dealer,HP71593-THR-A01,City Cars,"SPACER, R. RR.",10.25,0.00,1,,06/04/25,06/05/25,5,543,,10.25,17.08,,,90550,,,0,1,0.00,543
Delta Dealer,HP71593-TK8-A00,City Cars,"SPACER, R. RR.",39.13,0.00,1,,03/08/25,03/06/25,5,543,,39.13,65.22,,,90550,,,0,1,0.00,543
Delta Dealer,HP71593-TLA-A01,City Cars,"SPACER, R. RR.",10.53,0.00,1,,05/20/25,05/21/25,5,172,,10.53,17.55,,,90550,,,0,1,0.00,172
Delta Dealer,HP71593-TR3-A51,City Cars,"SPACER, R. RR.",15.77,0.00,1,,05/30/25,05/31/25,5,172,,15.77,26.28,,,90550,,,0,1,0.00,172
Delta Dealer,HP71593-TVA-A01,City Cars,"SPACER, R. RR.",6.92,0.00,1,,06/13/25,06/14/25,5,172,,6.92,11.53,,,90550,,,0,1,0.00,172
Delta Dealer,HP71594-T6Z-A00,City Cars,"SPACER, R. RR.",6.14,0.00,1,,01/16/25,07/27/24,8,198H,,6.14,10.23,,,90550,,,0,1,0.00,198H
Delta Dealer,HP71594-THR-A00,City Cars,"SPACER B, R. RR.",9.64,0.00,1,AP,04/11/24,05/25/24,8,544,,9.64,16.07,,,90550,,AP,0,1,0.00,544
Delta Dealer,HP71596-TG7-A00,City Cars,"BEAM, L. RR. BUMPER",5.25,0.00,1,,06/03/25,06/05/25,8,171,,5.25,8.75,,,71530,,,0,1,0.00,171
Delta Dealer,HP71597-TVA-A00,City Cars,"PROTECTOR, L. RR.",4.50,0.00,1,,05/29/25,05/30/25,5,173,,4.50,7.50,,,91720,,,0,1,0.00,173
Delta Dealer,HP71598-SNA-A02,City Cars,"SPACER, L. RR.",4.82,0.00,1,NS,04/01/25,03/29/25,6,151,,4.82,8.03,HP71598-SNA-A01,,90550,,NS,0,1,0.00,151
Delta Dealer,HP71598-SZA-A00,City Cars,"SPACER, L. RR.",7.84,0.00,1,,05/01/25,05/02/25,8,543,,7.84,13.07,,,90550,,,0,1,0.00,543
Delta Dealer,HP71598-T1W-A01,City Cars,"SPACER, L. RR.",9.34,0.00,1,AP,06/17/24,06/15/24,8,544,,9.34,15.57,,,90550,,AP,0,1,0.00,544
Delta Dealer,HP71598-T2A-A01,City Cars,"SPACER, L. RR.",9.34,0.00,2,,06/06/25,06/07/25,3,173,,9.34,15.57,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-T6Z-A01,City Cars,"SPACER, L. RR.",14.16,0.00,1,,05/29/25,05/29/25,5,544,,14.16,23.60,,,90550,,,0,1,0.00,544
Delta Dealer,HP71598-TA0-A00,City Cars,"SPACER, L. RR.",6.62,0.00,1,,05/21/25,05/22/25,5,543,,6.62,11.03,,,90550,,,0,1,0.00,543
Delta Dealer,HP71598-TBA-A00,City Cars,"SPACER, L. RR.",15.38,0.00,1,,05/30/25,05/31/25,4,173,,15.38,25.63,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-TG7-A00,City Cars,"SPACER, L. RR.",7.52,0.00,1,,06/02/25,06/03/25,5,173,,7.52,12.53,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-TGG-A01,City Cars,"SPACER, L. RR.",6.17,0.00,1,,05/22/25,05/24/25,5,173,,6.17,10.28,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-THR-A01,City Cars,"SPACER, L. RR.",10.25,0.00,1,,06/04/25,06/05/25,4,173,,10.25,17.08,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-TK8-A00,City Cars,"SPACER, L. RR.",39.13,0.00,1,,04/16/25,04/18/25,5,543,,39.13,65.22,,,90550,,,0,1,0.00,543
Delta Dealer,HP71598-TLA-A01,City Cars,"SPACER, L. RR.",10.53,0.00,1,,06/06/25,06/06/25,5,173,,10.53,17.55,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-TR3-A51,City Cars,"SPACER, L. RR.",15.77,0.00,1,,05/30/25,05/31/25,5,173,,15.77,26.28,,,90550,,,0,1,0.00,173
Delta Dealer,HP71598-TVA-A01,City Cars,"SPACER, L. RR.",6.92,0.00,2,,06/10/25,06/12/25,4,173,,6.92,11.53,,,90550,,,0,1,0.00,173
Delta Dealer,HP71599-THR-A00,City Cars,"SPACER B, L. RR.",9.64,0.00,1,,04/30/25,04/30/25,5,151,,9.64,16.07,,,90550,,,0,1,0.00,151
Delta Dealer,HP71630-T20-A11,City Cars,"SPACER, R. RR.",30.49,0.00,1,,06/05/25,06/06/25,5,151,,30.49,50.82,HP71630-T20-A01,,90550,,,0,1,0.00,151
Delta Dealer,HP71677-30A-A00,City Cars,"ENCLOSURE, L. RR.",9.45,0.00,1,,03/18/25,03/19/25,6,151,,9.45,15.75,,,71999,,,0,1,0.00,151
Delta Dealer,HP71680-3A0-A01,City Cars,"SPACER, L. RR.",11.11,0.00,1,,06/06/25,06/06/25,5,173,,11.11,18.52,,,90550,,,0,1,0.00,173
Delta Dealer,HP71680-T20-A11,City Cars,"SPACER, L. RR.",30.49,0.00,1,,06/05/25,06/06/25,5,173,,30.49,50.82,HP71680-T20-A01,,90550,,,0,1,0.00,173
Delta Dealer,HP71680-T47-A01,City Cars,"SPACER, L. RR.",9.98,0.00,1,,10/23/24,10/19/24,8,172,,9.98,16.63,,,90550,,,0,1,0.00,172
Delta Dealer,HP7173,City Cars,DAVID WILSON,7.99,0.00,4,,06/07/25,04/24/25,22,196,,7.99,13.99,,0,,,,0,1,0.00,196
Delta Dealer,HP71800-THR-A02,City Cars,"GARNISH ASSY., R.",112.21,0.00,1,,06/12/25,06/13/25,8,560B,,112.21,187.02,,,71800,,,0,1,0.00,560B
Delta Dealer,HP72050-THR-A05,City Cars,"MOTOR, L. PSD UNIT",410.91,0.00,1,,05/27/25,05/28/25,5,533,,410.91,684.85,HP72050-THR-A04,,69514,,,0,1,0.00,533
Delta Dealer,HP72110-SWA-D01,City Cars,"LATCH ASSY., R. FR.",84.16,0.00,1,,06/13/25,06/14/25,8,173,,84.16,140.27,,,72110,,,0,1,0.00,173
Delta Dealer,HP72115-SDA-A01,City Cars,"ACTR, R. FR. DR LOCK",36.12,0.00,1,AP,11/26/24,11/26/24,6,199C,,36.12,60.20,,,72115,,AP,0,1,0.00,199C
Delta Dealer,HP72120-TG7-A01ZA,City Cars,Royal Supply Co,14.86,0.00,1,AP,11/15/23,11/07/23,6,116,,14.86,24.77,,,72120,,AP,0,1,0.00,116
